time,prediction,prediction_tau,idle,transmit
1,3,2,-0.0320265,-0.244518
1,3,3,-0.0282564,-0.234743
1,3,4,-0.0256422,-0.310593
1,3,5,-0.0218118,-0.310699
1,3,6,-0.0181523,-0.273509
1,3,7,-0.0144557,-0.274123
1,3,8,-0.0109973,-0.254102
1,3,9,-0.00692593,-0.303099
1,3,10,-0.00321578,-0.258142
1,3,11,8.41062e-05,-0.284909
1,3,12,0.00275425,-0.230928
1,3,13,0.00596113,-0.221934
1,3,14,0.00735246,-0.239207
1,3,15,0.00949001,-0.194541
1,3,16,0.01088,-0.159514
1,3,17,0.00501197,-0.0399245
1,3,18,0.00617926,-0.0704589
1,3,19,0.00886093,-0.093332
1,3,20,0.0026622,-0.0276854
1,3,21,0.00330628,-0.0218304
1,3,22,0.00335842,-0.0262745
1,3,23,0,0
1,3,24,0,0
1,3,25,0,0
1,4,0,-0.0403202,-0.239025
1,4,1,-0.0346397,-0.280933
1,4,2,-0.031374,-0.257918
1,4,3,-0.0276571,-0.232982
1,4,4,-0.0255428,-0.237112
1,4,5,-0.0208255,-0.246444
1,4,6,-0.0174311,-0.266033
1,4,7,-0.0137605,-0.271747
1,4,8,-0.0095583,-0.245707
1,4,9,-0.0068854,-0.221218
1,4,10,-0.00329117,-0.239363
1,4,11,-0.00025093,-0.226875
1,4,12,0.00390589,-0.237158
1,4,13,0.00669885,-0.24666
1,4,14,0.00796104,-0.174294
1,4,15,0.0117157,-0.177887
1,4,16,0.00802239,-0.11323
1,4,17,0.0130777,-0.108442
1,4,18,0.0131783,-0.140751
1,4,19,0.0115042,-0.0365742
1,4,20,0.00992637,-0.0554332
1,4,21,0.00583277,-0.065085
1,4,22,0.00364655,-0.0167041
1,4,23,0.00354808,-0.0285884
1,4,24,0,0
1,4,25,0.0127391,-0.0509207
1,5,0,-0.0395715,-0.240246
1,5,1,-0.0295104,-0.159198
1,5,2,-0.0303157,-0.207603
1,5,3,-0.0277283,-0.22729
1,5,4,-0.024735,-0.20577
1,5,5,-0.0212568,-0.224557
